1.00, -0.00, 0.00
0.95, 0.31, 0.06
0.81, 0.59, 0.13
0.59, 0.81, 0.19
0.31, 0.95, 0.25
-0.00, 1.00, 0.31
-0.31, 0.95, 0.38
-0.59, 0.81, 0.44
-0.81, 0.59, 0.50
-0.95, 0.31, 0.57
-1.00, 0.00, 0.63
-0.95, -0.31, 0.69
-0.81, -0.59, 0.75
-0.59, -0.81, 0.82
-0.31, -0.95, 0.88
-0.00, -1.00, 0.94
0.31, -0.95, 1.01
0.59, -0.81, 1.07
0.81, -0.59, 1.13
0.95, -0.31, 1.19
1.00, 0.00, 1.26
0.95, 0.31, 1.32
0.81, 0.59, 1.38
0.59, 0.81, 1.45
0.31, 0.95, 1.51
-0.00, 1.00, 1.57
-0.31, 0.95, 1.63
-0.59, 0.81, 1.70
-0.81, 0.59, 1.76
-0.95, 0.31, 1.82
-1.00, -0.00, 1.88
-0.95, -0.31, 1.95
-0.81, -0.59, 2.01
-0.59, -0.81, 2.07
-0.31, -0.95, 2.14
0.00, -1.00, 2.20
0.31, -0.95, 2.26
0.59, -0.81, 2.32
0.81, -0.59, 2.39
0.95, -0.31, 2.45
1.00, 0.00, 2.51
0.95, 0.31, 2.58
0.81, 0.59, 2.64
0.59, 0.81, 2.70
0.31, 0.95, 2.76
-0.00, 1.00, 2.83
-0.31, 0.95, 2.89
-0.59, 0.81, 2.95
-0.81, 0.59, 3.02
-0.95, 0.31, 3.08
-1.00, 0.00, 3.14
-0.95, -0.31, 3.20
-0.81, -0.59, 3.27
-0.59, -0.81, 3.33
-0.31, -0.95, 3.39
0.00, -1.00, 3.46
0.31, -0.95, 3.52
0.59, -0.81, 3.58
0.81, -0.59, 3.64
0.95, -0.31, 3.71
1.00, -0.00, 3.77
0.95, 0.31, 3.83
0.81, 0.59, 3.90
0.59, 0.81, 3.96
0.31, 0.95, 4.02
0.00, 1.00, 4.08
-0.31, 0.95, 4.15
-0.59, 0.81, 4.21
-0.81, 0.59, 4.27
-0.95, 0.31, 4.34
-1.00, 0.00, 4.40
-0.95, -0.31, 4.46
-0.81, -0.59, 4.52
-0.59, -0.81, 4.59
-0.31, -0.95, 4.65
-0.00, -1.00, 4.71
0.31, -0.95, 4.78
0.59, -0.81, 4.84
0.81, -0.59, 4.90
0.95, -0.31, 4.96
1.00, 0.00, 5.03
0.95, 0.31, 5.09
0.81, 0.59, 5.15
0.59, 0.81, 5.22
0.31, 0.95, 5.28
0.00, 1.00, 5.34
-0.31, 0.95, 5.40
-0.59, 0.81, 5.47
-0.81, 0.59, 5.53
-0.95, 0.31, 5.59
-1.00, 0.00, 5.65
-0.95, -0.31, 5.72
-0.81, -0.59, 5.78
-0.59, -0.81, 5.84
-0.31, -0.95, 5.91
0.00, -1.00, 5.97
0.31, -0.95, 6.03
0.59, -0.81, 6.09
0.81, -0.59, 6.16
0.95, -0.31, 6.22
