-3.00, 0.00, 0.00
-2.73, -1.43, 0.03
-1.97, -2.66, 0.06
-0.83, -3.51, 0.09
0.51, -3.89, 0.13
1.86, -3.74, 0.16
3.02, -3.13, 0.19
3.83, -2.18, 0.22
4.18, -1.05, 0.25
4.06, 0.06, 0.28
3.53, 0.96, 0.31
2.72, 1.50, 0.35
1.80, 1.61, 0.38
0.96, 1.27, 0.41
0.39, 0.58, 0.44
0.22, -0.34, 0.47
0.51, -1.30, 0.50
1.25, -2.10, 0.53
2.35, -2.56, 0.57
3.64, -2.57, 0.60
4.94, -2.05, 0.63
6.04, -1.06, 0.66
6.76, 0.33, 0.69
6.99, 1.92, 0.72
6.67, 3.53, 0.75
5.84, 4.95, 0.79
4.61, 6.01, 0.82
3.15, 6.58, 0.85
1.66, 6.63, 0.88
0.34, 6.21, 0.91
-0.65, 5.41, 0.94
-1.21, 4.42, 0.97
-1.30, 3.43, 1.01
-0.98, 2.63, 1.04
-0.37, 2.15, 1.07
0.35, 2.10, 1.10
0.99, 2.48, 1.13
1.38, 3.21, 1.16
1.37, 4.17, 1.19
0.89, 5.16, 1.23
-0.03, 5.99, 1.26
-1.32, 6.48, 1.29
-2.83, 6.49, 1.32
-4.34, 5.98, 1.35
-5.67, 4.96, 1.38
-6.63, 3.53, 1.41
-7.08, 1.86, 1.45
-6.99, 0.14, 1.48
-6.36, -1.42, 1.51
-5.31, -2.64, 1.54
-4.00, -3.40, 1.57
-2.63, -3.65, 1.60
-1.39, -3.41, 1.63
-0.45, -2.81, 1.67
0.07, -2.00, 1.70
0.15, -1.17, 1.73
-0.16, -0.52, 1.76
-0.76, -0.18, 1.79
-1.46, -0.26, 1.82
-2.08, -0.76, 1.85
-2.44, -1.62, 1.88
-2.39, -2.70, 1.92
-1.87, -3.82, 1.95
-0.88, -4.77, 1.98
0.51, -5.38, 2.01
2.12, -5.51, 2.04
3.78, -5.09, 2.07
5.26, -4.13, 2.10
6.40, -2.73, 2.14
7.04, -1.05, 2.17
7.12, 0.71, 2.20
6.67, 2.35, 2.23
5.78, 3.69, 2.26
4.60, 4.59, 2.29
